ŒUVRE 1	ŒUVRE 2	NUM	PERCENTAGE	TEXTE 1	TEXTE 2	INTRA
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1915-1942	205	0.7167	Ces lentes marches toute la nuit dans la neige pure ces pas l’un devant l’autre comme un nombre infini couleur de cendre sous la lune ces froides constellations dans le ciel figées et qui ne penchent à l’horizon vers les lampes des hommes qu’à l’heure où le jour incolore les éteint ce long moment terrible de l’hiver où toute chose accepte de n’être plus contre la neige éclatante que son propre signe obscur comme le trait d’encre au feuillet ce monde que la lumière ne révèle plus  mais où elle se brise dans une lutte aveuglante parmi les flaques d’ombre gorgées de ciel ce monde sous l’effort du vent devenu rigide et fermé comme la face de qui va surprendre au profond de lui-même sa seule vie : ce cœur qui bat et le coup sourd du sang à ses tempes ô frère, cette attente de toutes choses en un repli farouche cette longue attente terrible de l’hiver, la voici soudain qui se rompt Ce pays vaste n’est plus qu’un ruissellement d’eaux précipitées des pans de neige mûre croulent des tuiles roses et s’écrasent comme un fruit, de toutes parts, comme un enfant sans hâte éparpille et noie aux remous de l’étang les fleurs trop longtemps serrées dans ses mains impatientes les arbres laissent glisser aux plis de l’air tiède la rumeur minuscule des oiseaux et les jeunes hommes debout aux lisières des forêts parmi les troncs blessés en riant s’interrompent, sentant leur bras mollir d’une faiblesse inexplicable, et le soleil sournoisement à leur épaule pesant et chaud comme une main  [Peut-être certains s’étonneront-ils…] « Deux lettres à Gustave Roud », Revue de Belles-Lettres, « Edmond-Henri Crisinel (-) », no , , p. .	Ces lentes marches toute la nuit dans la neige pure ces pas l’un devant l’autre comme un nombre infini couleur de cendre sous la lune ces froides constellations dans le ciel figées et qui ne penchent à l’horizon vers les lampes des hommes qu’à l’heure où le jour incolore les éteint ce long moment terrible de l’hiver où toute chose accepte de n’être plus contre la neige éclatante que son propre signe  obscur comme le trait d’encre au feuillet ce monde que la lumière ne révèle plus  mais où elle se brise dans une lutte aveuglante parmi les flaques d’ombre gorgées de ciel ce monde sous l’effort du vent devenu rigide et fermé comme la face de qui va surprendre au profond de lui-même  sa seule vie : ce cœur qui bat et le coup sourd du sang à ses tempes ô frère  cette attente de toutes choses en un repli farouche cette longue attente terrible de l’hiver  la voici soudain qui se rompt  Ce pays vaste n’est plus qu’un ruissellement d’eaux précipitées des pans de neige mûre croulent des tuiles roses et s’écrasent comme un fruit de toutes parts  comme un enfant sans hâte éparpille et noie aux remous de l’étang les fleurs trop longtemps serrées dans ses mains impatientes les arbres laissent glisser aux plis de l’air tiède la rumeur minuscule des oiseaux et les jeunes hommes debout aux lisières des forêts parmi les troncs blessés en riant s’interrompent  sentant leur bras mollir d’une faiblesse inexplicable  et le soleil sournoisement à leur épaule pesant et chaud comme une main  Ô pays si longtemps couché sans un frisson sous le feu glacé de l’aurore et dans l’acharnement de midi   et qui tant de soirs (tes collines submergées une à une d’une douce ombre verte) es descendu silencieusement dans la nuit  sans une voix sur tes routes  vierge comme pour l’éternité voici qu’à toute heure aujourd’hui s’achève la ruine de ton masque solennel en vain pendant des mois cette patiente transfiguration en vain lentement durci ce fard qui d’un seul jour s’écaille !	False
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1943-1976	7	0.3888	Ces lois ne sont autres que celles qui régissent l’univers absolu de notre mémoire.	Et ces lois ne sont autres que celles qui commandent l’étrange mode de vision de cette espèce d’absolu : notre mémoire.	True
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1943-1976	7	0.3888	Ces lois ne sont autres que celles qui régissent l’univers absolu de notre mémoire.	Et ces lois ne sont autres que celles qui commandent l’étrange mode de vision de cette espèce d’absolu : notre mémoire.	True
Périodiques et collectifs 1943-1976	Périodiques et collectifs 1943-1976	10	1	Ces lois ne sont autres que celles qui régissent l’univers absolu de notre mémoire.	Ces lois ne sont autres que celles qui régissent l’univers absolu de notre mémoire.	True
Périodiques et collectifs 1915-1942	Périodiques et collectifs 1915-1942	9	0.8181	Ces monstres de médiocrité lui semblant mortellement ridicules, c’est la dérision totale qu’ils méritent.	Ces monstres de médiocrité lui semblant mortellement ridicules, c’est la dérision totale qu’ils méritent.	True
JOURNAL	JOURNAL	3	0.375	Ces parenthèses sont d’une autre plume.	»    Ces parenthèses, ainsi que les suivantes, sont d’une autre plume.	True
JOURNAL	JOURNAL	3	0.375	Ces parenthèses sont d’une autre plume.	»    Ces parenthèses, ainsi que les suivantes, sont d’une autre plume.	True
JOURNAL	JOURNAL	3	0.375	Ces parenthèses sont d’une autre plume.	»    Ces parenthèses, ainsi que les suivantes, sont d’une autre plume.	True
JOURNAL	JOURNAL	3	0.4285	Ces parenthèses sont d’une autre plume.	Cette variante et les parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	3	0.4285	Ces parenthèses sont d’une autre plume.	Cette variante et les parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	3	0.4285	Ces parenthèses sont d’une autre plume.	Cette variante et les parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	3	0.4285	Ces parenthèses sont d’une autre plume.	Cette variante et les parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	3	0.4285	Ces parenthèses sont d’une autre plume.	Cette variante et les parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	3	0.4285	Ces parenthèses sont d’une autre plume.	Cette variante et les parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	3	0.4285	Ces parenthèses sont d’une autre plume.	Cette variante et les parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	3	0.4285	Ces parenthèses sont d’une autre plume.	Cette variante et les parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	3	0.4285	Ces parenthèses sont d’une autre plume.	Cette variante et les parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	3	0.4285	Ces parenthèses sont d’une autre plume.	Cette variante et les parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	3	0.6	Ces parenthèses sont d’une autre plume.	Les parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	3	0.6	Ces parenthèses sont d’une autre plume.	Les parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	3	0.6	Ces parenthèses sont d’une autre plume.	Les parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	3	0.6	Ces parenthèses sont d’une autre plume.	Les parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	3	0.6	Ces parenthèses sont d’une autre plume.	Les parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	3	0.6	Ces parenthèses sont d’une autre plume.	Les parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	3	0.6	Ces parenthèses sont d’une autre plume.	Les parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	3	0.6	Ces parenthèses sont d’une autre plume.	Les parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	3	0.6	Ces parenthèses sont d’une autre plume.	Les parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	3	0.6	Ces parenthèses sont d’une autre plume.	Les parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	1	Ces parenthèses sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	4	0.3636	Ces parenthèses, ainsi que celles qui suivent, sont d’une autre plume.	»    Ces parenthèses, ainsi que les suivantes, sont d’une autre plume.	True
JOURNAL	JOURNAL	3	0.3333	Ces parenthèses, ainsi que les deux suivantes, sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	3	0.3333	Ces parenthèses, ainsi que les deux suivantes, sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
JOURNAL	JOURNAL	3	0.3333	Ces parenthèses, ainsi que les deux suivantes, sont d’une autre plume.	Ces parenthèses sont d’une autre plume.	True
